Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc,Topic_0_Indicate,Topic_1_Indicate,Topic_2_Indicate,Topic_3_Indicate,Topic_4_Indicate,Topic_5_Indicate
81,5,0.8300698056962338,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",golden veroleum liberia majority owned subsidiary gar withdrawn complaints upheld cp appeal complaint directed majority owner gar publicly endorsed withdrawal gvl,False,6,0.98,1.06,3.95,1.93,9.07,83.01,1,1,1,1,1,1
82,2,0.4488393816553783,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",dispute regarding plasma cooperation local,False,6,6.39,2.83,44.88,4.83,26.01,15.05,1,1,1,1,1,1
83,2,0.8410823178158889,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",developed nucleus inti estate customary land prior informed consent nagari simpang tigo kota baru land acquisition contested right utilization certificate hak guna usaha “hgu” obtained development said land prior informed consent provided adequate clear information plasma plantation area allocated indigenous luhak saparampek nagari simpang tigo kota baru used intimidation criminalisation indigenous communities luhak separampek nagari kanalin course communities claiming customary rights rights plasma development unilaterally determined representation indigenous communities nagari kinali dialogue include participation communities course conducting hcv assessment effective internal grievance mechanism accessible therefore information regarding way send complaint,False,6,1.41,0.53,84.11,0.96,9.69,3.3,1,1,1,1,1,1
84,2,0.5799710436512019,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegation commenced planting activities proper consent local asam besar west kalimantan,False,6,2.16,1.32,58.0,2.54,28.52,7.46,1,1,1,1,1,1
85,2,0.762226023260037,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",cultivated planted land first obtaining consent rightful owner hence causing material non material loss,False,6,3.43,1.18,76.22,2.13,12.7,4.33,1,1,1,1,1,1
86,2,0.4764760224817601,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",breached plasma scheme arrangement based plasma agreement 1997 perform necessary land certificate arrangement share profit sales ffb starting 2002 2014 allegation embezzled funds process land certification approximately 100 ha,False,6,5.98,2.61,47.65,4.47,25.36,13.94,1,1,1,1,1,1
87,2,0.8841989909999726,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegation claims pn vi bought illegal ffb communities informed communities planted plantations concession area sold ffb members pn vi provided evidence allegations,False,6,1.52,0.49,88.42,0.88,6.37,2.31,1,1,1,1,1,1
88,2,0.8101541364758349,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations land clearing outside hgu operated communitys land compensation 6 505 42 ha operated appropriate permit,False,6,2.41,0.92,81.02,1.62,10.2,3.85,1,1,1,1,1,1
89,2,0.47942609940686876,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",allegations lack transparency plasma scheme locations tapang tingang village dan kiungkang village sanggau west kalimantan,False,6,4.91,2.26,47.94,3.99,27.29,13.61,1,1,1,1,1,1
90,0,0.9777124874045611,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",paid salary director commissioner since 2010 basis allegations potential breaches p c,False,6,97.77,0.17,0.9,0.26,0.55,0.34,1,1,1,1,1,1
91,2,0.7575599045102057,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",stated operated land compensation,False,6,3.41,1.25,75.76,2.19,12.45,4.95,1,1,1,1,1,1
92,0,0.9816198698138229,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",allegations 1 workforce bring wives children helpers gerdang help workers reach target harvester 2 impositions penalties workers matter queried worker management failed give satisfactory explanations absent machine workers broken impact payroll ii bonus deductions iii discrimination casual workers,False,6,98.16,0.14,0.76,0.2,0.46,0.28,1,1,1,1,1,1
93,5,0.8823417789769519,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",one aceites mills purchasing ffb operation run mrs alva yiseth villamizar navas maria la baja area since may 2016 alva navas collecting ffb growers accepted offer paying market price invoices offered harvest fruit made several trucks available transport ffb field collection site buys fruits anyone regardless ownership due people started stealing fruit area purchases fruit regardless origin collecting fruit type sanitary control staff hired outside rules laid ministry labor vehicles collect fruit night time restrictions apply mobility imposed city hall ffb transferred mills located department magdalena belonging aceites palma aceite,False,6,0.64,0.94,2.62,1.69,5.87,88.23,1,1,1,1,1,1
94,4,0.4187473009118514,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",allegations member developing plantation proper npp process developing plantation informing local communities failed comply national law forest conversion mistreatment employees including arbitrary dismissal new plantings established eia hcv assessment,False,6,2.5,1.52,35.75,2.85,41.87,15.51,1,1,1,1,1,1
95,4,0.6776547917748137,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",eia greenpeace submitted letter board members representing financial institution drawing attention immediate risk clearance large areas primary forests papua pusaka agro lestari subsidiary noble plantation pte ltd letter hcv assessment conducted nyoto santoso bogor agricultural university npp submissionwas flawed stated primary forests proposed location despite mapping indonesian ministry forestry showing mainly primary forests primary swamp forests letter added eia greenpeace aidenvironment yayasan iar indonesia submitted joint complaint hcvrnabout nyoto santoso,False,6,0.98,1.03,6.68,2.25,67.77,21.3,1,1,1,1,1,1
96,0,0.9551420908814023,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",worked agro indomas indonesia since 1999 mid june 2002 new management agro indomas dismissed 1200 workers transferred families back jaya kalimantan manager objected move requested 2 weeks address root cause employees strike management told employment subsequently terminated 3 4 months later filed wrongful dismissal case supreme court indonesia found favour awarding payment compensation usd645 590 travel claim usd4906 60 december 2005 since goodhope failed implement court order failed numerous attempts award executed courts indonesia,False,6,95.51,0.34,1.84,0.51,1.13,0.67,1,1,1,1,1,1
97,2,0.780207555624522,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",brought forward issue fraudulent land title claimed land fraudulently sold cousin agro muara rupit subsidiary sipef,False,6,3.71,1.14,78.02,2.0,11.01,4.11,1,1,1,1,1,1
98,0,0.9590297697682302,"workers, labour, union, employment, casual, daily, rights, working, bpjs, termination",breaching national law labour terminating 7workers refuse extend contract,False,6,95.9,0.35,1.57,0.51,1.02,0.65,1,1,1,1,1,1
99,2,0.4269564154502772,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",notification nabire barus npp website triggered joint objections environmental investigation agency eia forest peoples programme fpp greenpeace pusaka critiquing poor quality hcv assessment amongst others complaints panel received official letter secretariat basis general assembly 12 resolution 6 h requires secretariat monitor members adherence required procedures members omit submitting npp notifications clearing lands complaints panel complaints panel within mandate deliberated case basis,False,6,2.57,1.38,42.7,2.58,38.17,12.6,1,1,1,1,1,1
100,1,0.5439662668662085,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",issued chain reaction informed fact fgv kalimantans concession cleared 1600 ha peat forest 25april 2017 secretariat meeting fgv claimed planted less 100 ha shallow depth,False,6,1.68,54.4,3.34,30.07,5.43,5.08,1,1,1,1,1,1
101,4,0.541623769829311,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",orangutan found killed eaten concession susantri permai subsidiary genting plantation killing done plantation workers requested suspend membership susantri permai proper socialisation endangered species protection workers conducted,False,6,3.67,3.15,21.14,7.15,54.16,10.72,1,1,1,1,1,1
102,5,0.2902113725915626,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",western pacific oils claimed purchasing mb shortening moi foods moi foods clarified wpo supplier,False,6,9.13,7.52,17.4,12.49,24.44,29.02,1,1,1,1,1,1
103,2,0.7945910626103729,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",1 land claim 1 member nanga suhaid mr saudi 2 land compensation claim 1 member nanga suhaid h kutai 3 water pollution kapuas river affecting fish farmers business production 4 conflict residents village head tanjung regarding water quality 5 conflict residents village head emperiang regarding land acquisition process,False,6,2.57,0.87,79.46,1.56,11.46,4.08,1,1,1,1,1,1
104,5,0.5113566356426963,"eof, forest, mill, illegal, gar, plantation, bukit, plantations, ffb, grievance",susantripermai kapuas maju jaya dwiewarna karyaareillegally operating plantingpalmin area productive forest three break indonesian law specifically uu 41 tahun 1999 uu 18 tahun 2013 uu 39 tahun 2014 3 obtained forest land swap area forest area release permit business permit hgu,False,6,1.11,1.41,6.6,3.01,36.74,51.14,1,1,1,1,1,1
