BOW_Word,BOW_Frequency,TFIDF_Word,TFIDF_Score
inspectorateteam,1,mentinoned,0.5404399875599218
insisted,1,suppply,0.5404399875599218
insect,1,wangi,0.5404399875599218
injury,1,kayung,0.5404399875599218
institution,1,subur,0.5404399875599218
explanation,1,karunia,0.5404399875599218
explain,1,anj,0.5404399875599218
expiry,1,sorong,0.5404399875599218
expiration,1,pandan,0.5404399875599218
experts,1,kal,0.5404399875599218
experienced,1,formed,0.539869408967848
facilitate,1,statements,0.533739143174108
extremely,1,competing,0.533739143174108
disclosure,1,wellas,0.533739143174108
extract,1,nutella,0.533739143174108
external,1,ferrerogroup,0.533739143174108
extension,1,translated,0.533739143174108
ecology,1,asproducts,0.533739143174108
eaten,1,refers,0.533739143174108
embezzling,1,nul,0.533739143174108
embezzlement,1,est,0.533739143174108
embezzled,1,andpromotes,0.533739143174108
extracted,1,parts,0.533739143174108
event,1,huile,0.533739143174108
evaluates,1,depalme,0.533739143174108
experience,1,comparisons,0.533739143174108
expectation,1,tag,0.533739143174108
expansionon,1,launched,0.533739143174108
expanded,1,brand,0.533739143174108
exists,1,disparaging,0.533739143174108
existence,1,rubbish,0.533739143174108
explanations,1,france,0.533739143174108
exessive,1,points,0.5265635199213197
executive,1,depends,0.5265222881340841
executed,1,extent,0.5249123224239434
express,1,hasassured,0.5213423404411756
exposure,1,argument,0.5206885186058601
exploits,1,fulfilled,0.5206885186058601
exploiting,1,kicked,0.5206885186058601
exploited,1,officers,0.5206885186058601
exhausted,1,coordination,0.5206885186058601
farinda,1,continue,0.5206885186058601
far,1,recording,0.5206885186058601
fapa,1,individual,0.5206885186058601
fap,1,thepromises,0.5206885186058601
falsified,1,produce,0.5206885186058601
falsification,1,taxes,0.5188619728868828
falls,1,fertilizers,0.5142284416427305
fallow,1,graves,0.5023489335687847
email,1,kompak,0.5023489335687847
felled,1,compensations,0.5023489335687847
favour,1,watchs,0.5023489335687847
dumping,1,sisa,0.5023489335687847
dumped,1,handled,0.5023489335687847
ehp,1,balance,0.5023489335687847
eh,1,sakabulin,0.5023489335687847
efforts,1,transmigration,0.5023489335687847
effort,1,certain,0.5023489335687847
ferrerogroup,1,criminalization,0.5023489335687847
elephants,1,understanding,0.5023489335687847
elephant,1,bilaterally,0.5023489335687847
elements,1,incentive,0.5023489335687847
elections,1,escalated,0.5023489335687847
el,1,persistence,0.5023489335687847
eku,1,demand,0.4955230121839812
ek,1,ways,0.49223195077600945
extended,1,post,0.4885648084392122
farmers4,1,harassed,0.48527972456234086
expression,1,intentionally,0.48527972456234086
fall,1,diagnosis,0.48527972456234086
fajar,1,draw,0.48527972456234086
fairly,1,explanation,0.48527972456234086
fairco,1,followed,0.48527972456234086
failures,1,neighboring,0.48527972456234086
facts,1,autonomous,0.48527972456234086
factory,1,2nd,0.48527972456234086
farmland,1,insisted,0.48527972456234086
expropriation,1,crop,0.48527972456234086
106,1,favors,0.48527972456234086
101,1,husbands,0.48527972456234086
yayasan,1,facilitate,0.48527972456234086
emits,1,ex,0.48527972456234086
emergency,1,alerted,0.48527972456234086
emergence,1,sought,0.48527972456234086
enforce,1,comisin,0.483684257667484
energitama,1,appeared,0.483684257667484
everybody,1,surface,0.483684257667484
endangering,1,leads,0.483684257667484
endagered,1,sites,0.483684257667484
encroaching,1,availability,0.483684257667484
encroached,1,movement,0.483684257667484
entering,1,intereclesial,0.483684257667484
ensuing,1,demonstrated,0.483684257667484
enshrined,1,military,0.483684257667484
ensem,1,withoutfree,0.483684257667484
endemic,1,expansionon,0.483684257667484
workloads,1,para,0.483684257667484
emperiang,1,endagered,0.483684257667484
150,1,ltda,0.483684257667484
zones,1,eias,0.483684257667484
0039,1,activists,0.483684257667484
055243,1,occupation,0.483684257667484
wrote,1,enviroment,0.483684257667484
withoutfree,1,legitimately,0.483684257667484
0026,1,millers,0.483684257667484
zero,1,esias,0.4796684215660759
zedtee,1,accredited,0.4727142760748309
zain,1,bns,0.4727142760748309
yusniarhas,1,sks,0.4727142760748309
ypph,1,excluded,0.4727142760748309
ypj,1,approval,0.4727142760748309
yp,1,come,0.46126292156950327
yiseth,1,encroachment,0.46052575970191256
witholding,1,continuation,0.4511297735612471
ethical,1,encroaching,0.4511297735612471
etc,1,convertible,0.4511297735612471
estimated,1,observers,0.4511297735612471
est,1,picking,0.4511297735612471
espo,1,transporting,0.4511297735612471
especially,1,checks,0.4511297735612471
esk,1,frequently,0.4511297735612471
escalated,1,discovered,0.4511297735612471
enrichment,1,accusations,0.4511297735612471
erosion,1,send,0.4472223698150227
except,1,accessible,0.4472223698150227
excavator,1,kanalin,0.4472223698150227
examining,1,separampek,0.4472223698150227
exact,1,representation,0.4472223698150227
ex,1,kinali,0.4472223698150227
ewusiejoe,1,participation,0.4472223698150227
evicted,1,criminalisation,0.4472223698150227
es,1,saparampek,0.4472223698150227
enquiry,1,growth,0.44577732215776994
enquiries,1,riverbank,0.44577732215776994
enlist,1,167,0.44577732215776994
erasakti,1,and7,0.44577732215776994
equivalent,1,waterway,0.44577732215776994
equipmentno,1,snake,0.44577732215776994
equipmentlabourer,1,animal,0.44577732215776994
equalization,1,pangolin,0.44577732215776994
european,1,bear,0.44577732215776994
environmentalperspective,1,straight,0.44577732215776994
eight,1,middle,0.44577732215776994
eias,1,downstream,0.44577732215776994
empty,1,stockpiled,0.44577732215776994
empowerment,1,lizard,0.44577732215776994
employers,1,monkey,0.44577732215776994
employeddelaying,1,shape,0.44577732215776994
employ,1,passing,0.44577732215776994
enviroment,1,truck,0.44577732215776994
eq,1,streams,0.44486857891757814
fulfilled,1,guarantee,0.44486857891757814
discrimination,1,blocks,0.4447102379375059
discriminated,1,power,0.4447102379375059
discretionary,1,nbpol,0.4447102379375059
discovered,1,1967,0.4447102379375059
distributing,1,lousy,0.4447102379375059
dissapointed,1,kumbango,0.4447102379375059
disrupting,1,photos,0.4447102379375059
effects,1,pgk,0.4447102379375059
disregard,1,beneficiary,0.4447102379375059
frustrate,1,maintaining,0.4447102379375059
generate,1,homes,0.4447102379375059
gembira,1,accumulating,0.4447102379375059
gecko,1,racp,0.4418748651641909
gave,1,proxy,0.4418748651641909
gars,1,mesra,0.4418748651641909
gardening,1,nadi,0.4418748651641909
disrupt,1,landbank,0.4418748651641909
domestic,1,sultan,0.4418748651641909
domas,1,formally,0.4418748651641909
dollars,1,liabilities,0.4418748651641909
documentation,1,british,0.4418648154374907
documentary,1,islands,0.4418648154374907
formally,1,virgin,0.4418648154374907
formalization,1,mitigate,0.44166971008396844
friendly,1,clearly,0.42602939468888457
fulfillment,1,raison,0.42602939468888457
frequently,1,commercials,0.42602939468888457
fraudulently,1,rspomember,0.42602939468888457
france,1,thatan,0.42602939468888457
framework,1,differentiate,0.42602939468888457
gading,1,detre,0.42602939468888457
furthermore,1,casinos,0.42602939468888457
furnish,1,sans,0.42602939468888457
function,1,premise,0.42602939468888457
freshwater,1,offering,0.42602939468888457
governors,1,labeling,0.42602939468888457
governance,1,effects,0.42602939468888457
got,1,effort,0.42602939468888457
groceries,1,tv,0.42602939468888457
grievous,1,packaging,0.42602939468888457
greenworld,1,nutritional,0.42602939468888457
green,1,conventional,0.42602939468888457
graves,1,advertisement,0.42602939468888457
gama,1,espo,0.42602939468888457
grand,1,palmhuille,0.42602939468888457
guamuchal,1,choose,0.42602939468888457
gst,1,existence,0.42602939468888457
gsbi,1,commit,0.42602939468888457
growth,1,19november,0.4241696331440223
grows,1,experience,0.4241696331440223
growing,1,staffs,0.4241696331440223
developmentprior,1,money,0.4241696331440223
grave,1,palms,0.4241696331440223
gain,1,1s,0.4241696331440223
glp,1,solutions,0.4241696331440223
glad,1,recapitulation,0.4241696331440223
gerdang,1,phases,0.4241696331440223
gerbang,1,understand,0.4241696331440223
diminished,1,objection,0.4241696331440223
diligence,1,leader,0.4241696331440223
dike,1,invested,0.4241696331440223
gp,1,sumatera,0.4241696331440223
displaced,1,pasaman,0.4241696331440223
disparaging,1,barat,0.4241696331440223
disgusting,1,growing,0.4241696331440223
discriminatory,1,leave,0.4241696331440223
gentingplantations,1,terminate,0.4241696331440223
generates,1,kapak,0.4241696331440223
generated,1,estimated,0.420367943822458
gps,1,esk,0.420367943822458
gpm,1,kcp,0.420367943822458
displacement,1,mandobo,0.420367943822458
dwiwira,1,grievous,0.420367943822458
dwikarya,1,mjr,0.420367943822458
dwiewarna,1,range,0.420367943822458
duty,1,today,0.415479268677616
duta,1,vegetation,0.4136306613466688
fertilizer,1,positive,0.4122803998440063
fertiliser,1,eye,0.4122803998440063
flat,1,levels,0.4122803998440063
downstream,1,care,0.40127248141949967
firm,1,lhcv,0.3719058697451894
firebreak,1,knows,0.3719058697451894
finnwatch,1,provision,0.3719058697451894
finds,1,pending,0.3719058697451894
footage,1,withdraw,0.3719058697451894
followed,1,submission,0.3719058697451894
foe,1,surrenders,0.3719058697451894
flora,1,resentment,0.3719058697451894
fit,1,recognition,0.3719058697451894
effect,1,implications,0.3719058697451894
edge,1,size,0.3719058697451894
ecosytem,1,sixteen,0.3719058697451894
favors,1,impartial,0.3719058697451894
fathers,1,setting,0.3719058697451894
fast,1,persistent,0.3719058697451894
finance,1,santa,0.3643719678948648
finally,1,detailed,0.3643719678948648
dying,1,hunting,0.3643719678948648
file,1,clara,0.3643719678948648
figure,1,testimony,0.3643719678948648
ffbs,1,gathering,0.3643719678948648
festivity,1,uchunya,0.3643719678948648
draw,1,186,0.3333759096969182
drainage,1,menhut,0.3333759096969182
dpl,1,mentaya,0.3333759096969182
earmarked,1,kalang,0.3333759096969182
earlier,1,ek,0.3333759096969182
filing,1,permitiv,0.3333759096969182
foreign,1,08,0.3333759096969182
fore,1,facts,0.3333759096969182
forcible,1,issuance,0.3333759096969182
forcefully,1,administrative,0.3333759096969182
forceful,1,inaccordance,0.3333759096969182
footnote,1,kpts,0.3333759096969182
fourteen,1,525,0.3333759096969182
founder,1,session,0.3333759096969182
floor,1,regents,0.3333759096969182
forty,1,examining,0.3333759096969182
formulai,1,palangkaraya,0.3333759096969182
formula,1,prinsip,0.3333759096969182
forms,1,agros,0.3333759096969182
disproportionate,1,hati,0.3333759096969182
disposed,1,51,0.3333759096969182
dispose,1,antang,0.3333759096969182
dpi,1,wood,0.3333759096969182
forward,1,ruled,0.3333759096969182
document,1,342,0.3333759096969182
dlj,1,forestrys,0.3333759096969182
diverted,1,ipk,0.3333759096969182
dua,1,sda,0.3333759096969182
dry,1,arahan,0.3333759096969182
drpa,1,benefited,0.3317066228188177
drone,1,specially,0.3317066228188177
drm,1,violently,0.3317066228188177
forestalestari,1,singarar,0.3317066228188177
driven,1,bellacruz,0.3317066228188177
drive,1,pelaya,0.3317066228188177
drawing,1,displacement,0.3317066228188177
floods,1,carmen,0.3317066228188177
flooding,1,rejected,0.3317066228188177
flood,1,judicial,0.3317066228188177
flies,1,simaa,0.3317066228188177
forestrys,1,recognized,0.3317066228188177
forestama,1,southern,0.3317066228188177
driving,1,contravention,0.3317066228188177
offshore,1,paramilitary,0.3317066228188177
officially,1,municipalities,0.3317066228188177
officers,1,platforms,0.3317066228188177
officer,1,cautionary,0.3317066228188177
offering,1,tamalameque,0.3317066228188177
offered,1,displaced,0.3317066228188177
burnt,1,grows,0.3317066228188177
cant,1,duty,0.3317066228188177
kalang,1,denied,0.3317066228188177
canopy,1,measures,0.3317066228188177
canals,1,intimidations,0.3317066228188177
campaigns,1,grave,0.3317066228188177
cameroon,1,forcefully,0.3317066228188177
calls,1,cesar,0.3317066228188177
offer,1,el,0.3317066228188177
ofemployment,1,bodies,0.3317066228188177
of,1,occupies,0.3317066228188177
cans,1,actors,0.3317066228188177
cash,1,lift,0.3317066228188177
cases,1,sas,0.3317066228188177
carmen,1,formalization,0.3317066228188177
card,1,armed,0.3317066228188177
ny,1,vulnerable,0.3317066228188177
nutritional,1,801,0.3280114303023968
nutella,1,singapore,0.3280114303023968
odour,1,executive,0.3280114303023968
ofongoing,1,motorcycle,0.3280114303023968
occupying,1,wheel,0.3280114303023968
occupy,1,revise,0.3280114303023968
occupies,1,robin,0.3280114303023968
occupied,1,dry,0.3280114303023968
occupation,1,intensify,0.3280114303023968
obvious,1,drive,0.3280114303023968
obstruct,1,peat4,0.3280114303023968
ofp,1,patrol,0.3280114303023968
occurring,1,ones,0.3280114303023968
buyers,1,cultivation,0.3280114303023968
outdated,1,hourly,0.3280114303023968
our,1,pressure,0.3280114303023968
otherwise,1,preparing,0.3280114303023968
originating,1,emergency,0.3280114303023968
originally,1,sops,0.3280114303023968
original,1,continual,0.3280114303023968
organizations,1,practising,0.3280114303023968
opened,1,improvement,0.3280114303023968
organisation,1,experts,0.3280114303023968
organic,1,jjp,0.3280114303023968
org,1,vehicle,0.3280114303023968
owna,1,improve,0.3280114303023968
owed,1,external,0.3280114303023968
overwork,1,monitored,0.3280114303023968
overseen,1,countries,0.3280114303023968
overlapping,1,corrective,0.3280114303023968
organisations,1,601,0.3280114303023968
onto,1,bmps,0.3280114303023968
onsite,1,season6,0.3280114303023968
ones,1,preventionsystem,0.3280114303023968
omit,1,peninsular,0.3280114303023968
ombudsman,1,acted,0.3280114303023968
oils,1,database,0.3280114303023968
optional,1,tohatsu,0.3280114303023968
optimal,1,actual,0.3280114303023968
buyu,1,furnish,0.31529556732101055
building,1,cases,0.31529556732101055
budidaya,1,appointment,0.31529556732101055
calaro,1,event,0.31529556732101055
caa,1,promptly,0.31529556732101055
ca,1,experienced,0.31529556732101055
bybumi,1,instance,0.31529556732101055
bybahtera,1,unresponsive,0.31529556732101055
by,1,workplace,0.31529556732101055
bw,1,expiration,0.31529556732101055
opga,1,week,0.31529556732101055
challenging,1,certainty,0.31529556732101055
challenge,1,festivity,0.31529556732101055
chairman,1,core,0.31529556732101055
nabire,1,pkwt,0.31529556732101055
mutual,1,letters,0.31529556732101055
negotiate,1,far,0.31529556732101055
need,1,redundancy,0.31529556732101055
necessities,1,associate,0.31529556732101055
casinos,1,resignation,0.31529556732101055
native,1,home,0.31529556732101055
ngos,1,tunjangan,0.31529556732101055
newsroomdetails,1,hari,0.31529556732101055
news,1,definite,0.31529556732101055
nevertheless,1,pension,0.31529556732101055
cattle,1,fourteen,0.31529556732101055
catchment,1,rice,0.31529556732101055
certainty,1,protective,0.31529556732101055
ndp,1,falling,0.2964734919583373
muaro,1,feed,0.2964734919583373
mspo,1,170,0.2964734919583373
mrs,1,junks,0.2964734919583373
mphs,1,stabilize,0.2964734919583373
nationally,1,like,0.2964734919583373
nas,1,life,0.2964734919583373
napoh,1,enormous,0.2964734919583373
nanggroe,1,mass,0.2964734919583373
change,1,humanitarian,0.2964734919583373
nadi,1,hoskins,0.2964734919583373
cemerlang,1,live,0.2964734919583373
ceased,1,body,0.2964734919583373
ccm,1,ammonium,0.2964734919583373
checks,1,thrown,0.2964734919583373
chasing,1,pricing,0.2964734919583373
charity,1,round,0.2964734919583373
charging,1,protocols,0.2964734919583373
nafasindo,1,gas,0.2964734919583373
nursery,1,table,0.2964734919583373
numbers,1,sustained,0.2964734919583373
nul,1,talk,0.2964734919583373
notorious,1,dont,0.2964734919583373
notice,1,rates,0.2964734919583373
observing,1,affairs,0.2964734919583373
observers,1,wellbeing,0.2964734919583373
obligatory,1,workshop,0.2964734919583373
certain,1,commodity,0.2964734919583373
objectives,1,special,0.29562195500630845
objective,1,relocation,0.29562195500630845
objections,1,utans,0.29562195500630845
objection,1,sop,0.29562195500630845
objecting,1,consisting,0.29562195500630845
objected,1,implementconservation,0.29562195500630845
call,1,2014action,0.29562195500630845
calculation,1,2013bga,0.29562195500630845
objects,1,2013a,0.29562195500630845
cenaku,1,task,0.29562195500630845
cemetery,1,enrichment,0.29562195500630845
cemeteries,1,484,0.29562195500630845
netherlands,1,monitoringand,0.29562195500630845
neighboring,1,endangering,0.29562195500630845
notes,1,instructed,0.29562195500630845
noted,1,ceased,0.29562195500630845
north,1,devastation,0.28604165222282707
nurul,1,respective,0.28604165222282707
none,1,commission,0.28604165222282707
noble,1,left,0.28604165222282707
cbs,1,813,0.23635713803741545
cba,1,writing,0.23635713803741545
cb,1,regime,0.23635713803741545
cavassa,1,vested,0.23635713803741545
cautionary,1,authority,0.23635713803741545
causes,1,document,0.23635713803741545
nitrite,1,pelita,0.23635713803741545
nordaudit,1,sna,0.23635713803741545
permitiv,1,article2,0.23635713803741545
permission,1,uncertified,0.23635713803741545
phosphate,1,mediated,0.23635713803741545
phases,1,systemically,0.23635713803741545
petitionfiled,1,systemsarticle4,0.23635713803741545
petitioned,1,opened,0.23635713803741545
pests,1,proposals,0.23635713803741545
pestilent,1,regular,0.23635713803741545
overall,1,unsubstantiated,0.23635713803741545
perusal,1,adequately,0.23635713803741545
plaintiffs,1,rotation,0.23635713803741545
placed,1,rspocertification,0.23635713803741545
pkwt,1,challenging,0.23635713803741545
pknp,1,credibly,0.23635713803741545
pipe,1,partial,0.23635713803741545
pioneering,1,remediate,0.23635713803741545
bhdis,1,enforce,0.23635713803741545
pesticide,1,overseen,0.23635713803741545
perform,1,hoc,0.23635713803741545
perdanatrada,1,trading,0.23635713803741545
perdana,1,sarawak,0.23635713803741545
perangin,1,accreditation,0.23635713803741545
peragaian,1,deliver,0.23635713803741545
personnel,1,kanan,0.23635713803741545
personals,1,governors,0.23635713803741545
persistent,1,cspo,0.23635713803741545
bodies,1,intnewsid,0.23635713803741545
perseroan,1,ioigroup,0.23635713803741545
permitting,1,guided,0.23635713803741545
biru,1,guaranteed,0.23635713803741545
bores,1,cbs,0.23635713803741545
border,1,cb,0.23635713803741545
bonuses,1,acop,0.23635713803741545
bomb,1,teran,0.23635713803741545
bogor,1,appoint,0.23635713803741545
persistence,1,compliances,0.23635713803741545
binding,1,affirm,0.23635713803741545
binabakti,1,allowed,0.23635713803741545
bilaterally,1,whilst,0.23635713803741545
bid,1,procurement,0.23635713803741545
biase,1,newsroomdetails,0.23635713803741545
bia,1,news,0.23635713803741545
png,1,visits,0.1821859839474324
pledged,1,sheringal,0.1821859839474324
bgr,1,extremely,0.1821859839474324
pp,1,wider,0.1821859839474324
possible,1,medicinal,0.1821859839474324
possession,1,waters,0.1821859839474324
position,1,conflictenvironment,0.1821859839474324
posco,1,churral,0.1821859839474324
populations,1,connected,0.1821859839474324
population,1,congressional,0.1821859839474324
pool,1,numbers,0.1821859839474324
pr,1,reference,0.1821859839474324
bga,1,incursion,0.1821859839474324
blocking,1,inter,0.1821859839474324
block,1,proprietors,0.1821859839474324
blaming,1,agriculturehave,0.1821859839474324
blacklist,1,agriculture,0.1821859839474324
black,1,dumped,0.1821859839474324
bkl,1,structure,0.1821859839474324
bki,1,meant,0.1821859839474324
benua,1,tense,0.1821859839474324
picking,1,apparently,0.1821859839474324
phrased,1,despoiled,0.1821859839474324
players,1,taskforce,0.1821859839474324
platforms,1,offshore,0.1821859839474324
plantingpalmin,1,restrict,0.1821859839474324
plantido,1,american,0.1821859839474324
poisoning,1,amazon,0.1821859839474324
poi,1,degraded,0.1821859839474324
berenga,1,recognising,0.1821859839474324
bits,1,noted,0.1821859839474324
packaging,1,aidesep,0.1821859839474324
pack,1,perusal,0.1821859839474324
pacific,1,personnel,0.1821859839474324
parents,1,links,0.1821859839474324
parcel,1,valuable,0.1821859839474324
paramilitary,1,constructions,0.1821859839474324
para,1,constitute,0.1821859839474324
paper,1,purposes,0.1821859839474324
perintis,1,founder,0.1821859839474324
pandan,1,declarations,0.1821859839474324
palms,1,deliberately,0.1821859839474324
palmina,1,laying,0.1821859839474324
palmhuille,1,aware,0.1821859839474324
pasaman,1,aguaytia,0.1821859839474324
pas,1,investigationsit,0.1821859839474324
parts,1,adjacent,0.1821859839474324
partly,1,settlements,0.1821859839474324
pangolin,1,sias,0.1821859839474324
outstanding,1,ilo,0.1821859839474324
outlined,1,consequently,0.1821859839474324
palmatica,1,convention,0.1821859839474324
wrongfully,1,fallow,0.1821859839474324
palangkaraya,1,controversy,0.1821859839474324
pahang,1,contradictions,0.1821859839474324
pagar,1,corresponding,0.1821859839474324
packs,1,relies,0.1821859839474324
bulletin,1,fore,0.1821859839474324
bribed,1,footnote,0.1821859839474324
breeder,1,resolvedand,0.1821859839474324
break,1,havens,0.1821859839474324
burnings,1,organisation,0.1821859839474324
burn,1,ecology,0.1821859839474324
bunin,1,felled,0.1821859839474324
bunga,1,filing,0.1821859839474324
bulungan,1,frustrate,0.1821859839474324
bribes,1,los,0.1821859839474324
penghijauan,1,loopholes,0.1821859839474324
pending,1,swathes,0.1821859839474324
penalties,1,burn,0.1821859839474324
pelita,1,objective,0.1821859839474324
pelaya,1,possible,0.1821859839474324
pelangsi,1,understands,0.1821859839474324
pegs,1,tracks,0.1821859839474324
bnm,1,historically,0.1821859839474324
participation,1,highlights,0.1821859839474324
blok,1,customarily,0.1821859839474324
brand,1,locally,0.1821859839474324
branches,1,sanuya,0.1821859839474324
brahma,1,attempt,0.1821859839474324
bpj,1,parents,0.1821859839474324
box,1,malays,0.1821859839474324
peat4,1,malaios,0.1821859839474324
permanent,1,5200,0.1821859839474324
bmps,1,blocking,0.1821859839474324
participating,1,creeks,0.1821859839474324
bssu,1,courses,0.1821859839474324
bsl,1,20132,0.1821859839474324
bsg,1,disclosure,0.1821859839474324
brutality,1,obvious,0.1821859839474324
broken,1,observing,0.1821859839474324
british,1,obligatory,0.1821859839474324
bribing,1,framework,0.1821859839474324
peninsular,1,fit,0.1821859839474324
parit,1,permitting,0.1821859839474324
payroll,1,occupy,0.1821859839474324
payments,1,occupied,0.1821859839474324
patrol,1,rspoas,0.1821859839474324
pati,1,developments,0.1821859839474324
passports,1,jurisprudence,0.1821859839474324
passing,1,extracted,0.1821859839474324
pepsico,1,exhausted,0.1821859839474324
pension,1,exact,0.1821859839474324
partial,1,furthermore,0.1821859839474324
leads,1,diverted,0.1821859839474324
leading,1,169,0.1821859839474324
leader,1,volumes,0.1821859839474324
laying,1,aerial,0.1821859839474324
lay,1,indicators,0.1821859839474324
lawsuit,1,binding,0.1821859839474324
launched,1,affirms,0.1821859839474324
lettersent,1,profitable,0.14823674597916864
municipalities,1,went,0.14823674597916864
lets,1,weve,0.14823674597916864
less,1,rakes,0.14823674597916864
legitimately,1,colonial,0.14823674597916864
legitimate,1,walk,0.14823674597916864
legitimacy,1,watchdog,0.14823674597916864
legislation,1,cleanliness,0.14823674597916864
lieu,1,weeding,0.14823674597916864
lidung,1,applied,0.14823674597916864
letters,1,sustain,0.14823674597916864
lahad,1,sustainabilitythis,0.14823674597916864
ladang,1,ruling,0.14823674597916864
labuhan,1,gain,0.14823674597916864
labourers,1,gardening,0.14823674597916864
labourer,1,pegs,0.14823674597916864
largest,1,slaves,0.14823674597916864
laot,1,everybody,0.14823674597916864
langgeng,1,exessive,0.14823674597916864
leave,1,masters,0.14823674597916864
connecting,1,disgusting,0.14823674597916864
connected,1,dictator,0.14823674597916864
conjunction,1,diets,0.14823674597916864
congressional,1,branches,0.14823674597916864
contend,1,roadside,0.14823674597916864
consumers,1,roundtable,0.14823674597916864
consumer,1,generate,0.14823674597916864
landbank,1,treated,0.14823674597916864
landoccupiedby,1,limit,0.14823674597916864
limitation,1,replant,0.14823674597916864
complicated,1,truth,0.14823674597916864
compliances,1,crossed,0.14823674597916864
conformity,1,crossfield,0.14823674597916864
conformities,1,machineries,0.14823674597916864
conflictenvironment,1,flooding,0.14823674597916864
conflicted,1,search,0.14823674597916864
confilct,1,selective,0.14823674597916864
lido,1,placed,0.14823674597916864
likely,1,privileges,0.14823674597916864
lift,1,savings,0.14823674597916864
locally,1,trash,0.14823674597916864
lksg,1,cans,0.14823674597916864
lks,1,pioneering,0.14823674597916864
lkpp,1,ideas,0.14823674597916864
lizard,1,bits,0.14823674597916864
little,1,block,0.14823674597916864
limit,1,rental,0.14823674597916864
licenses,1,underlying,0.14823674597916864
licensed,1,steady,0.14823674597916864
liberty,1,lowest,0.14823674597916864
liaise,1,tinny,0.14823674597916864
liabilities,1,toil,0.14823674597916864
condition,1,toils,0.14823674597916864
conclusions,1,custody,0.14823674597916864
constant,1,higher,0.14823674597916864
linkar,1,hear,0.14823674597916864
consistently,1,tonnage,0.14823674597916864
consist,1,trained,0.14823674597916864
considered,1,undermine,0.14823674597916864
consideration,1,undiagnosed,0.14823674597916864
consequently,1,position,0.14823674597916864
consecutive,1,practicing,0.14823674597916864
lhcv,1,away,0.14823674597916864
lirik,1,awkward,0.14823674597916864
links,1,knee,0.14823674597916864
consisting,1,lets,0.14823674597916864
kernels,1,swimming,0.14823674597916864
kerjasama,1,dollars,0.14823674597916864
kepong,1,looses,0.14823674597916864
kenegerian,1,friendly,0.14823674597916864
knowledge,1,dpi,0.14823674597916864
knee,1,metal,0.14823674597916864
klk,1,metre,0.14823674597916864
kiungkang,1,opga,0.14823674597916864
laid,1,ffbs,0.14823674597916864
kindly,1,fathers,0.14823674597916864
kinali,1,speak,0.14823674597916864
continue,1,equivalent,0.14823674597916864
continuation,1,speech,0.14823674597916864
continual,1,spinoff,0.14823674597916864
corals,1,strength,0.14823674597916864
copy,1,preach,0.14823674597916864
cop,1,kidney,0.14823674597916864
kingdom,1,kids,0.14823674597916864
kal,1,kindly,0.14823674597916864
kemboja,1,dead,0.14823674597916864
kembiri,1,dealing,0.14823674597916864
kelinjau,1,heart,0.14823674597916864
kehutanan,1,school,0.14823674597916864
kda,1,employ,0.14823674597916864
kcp,1,squeezed,0.14823674597916864
kayung,1,liaise,0.14823674597916864
kerry,1,country,0.14823674597916864
kati,1,unknowingly,0.14823674597916864
karyaareillegally,1,unnecessarily,0.14823674597916864
karunia,1,erosion,0.14823674597916864
kick,1,agendas,0.14823674597916864
khlk,1,beneficiaries,0.14823674597916864
kgp,1,sorts,0.14823674597916864
ketungau,1,upkeeping,0.14823674597916864
kertanegara,1,urge,0.14823674597916864
kawasan,1,usd50,0.14823674597916864
kud,1,usually,0.14823674597916864
kubu,1,adhering,0.14823674597916864
ksi,1,exploiting,0.14823674597916864
ksa,1,expression,0.14823674597916864
constructions,1,extended,0.14823674597916864
constitute,1,assist,0.14823674597916864
contributing,1,ankle,0.14823674597916864
contravention,1,manipulating,0.14823674597916864
coordinator,1,manually,0.14823674597916864
contracts,1,millions,0.14823674597916864
contractors,1,mindset,0.14823674597916864
contracted,1,sanitation,0.14823674597916864
ks,1,gst,0.14823674597916864
krs,1,satisfied,0.14823674597916864
kristal,1,forms,0.14823674597916864
lama,1,formula,0.14823674597916864
lake,1,formulai,0.14823674597916864
contradictions,1,strain,0.14823674597916864
coordination,1,constant,0.14823674597916864
coordinates,1,vain,0.14823674597916864
coordinated,1,personals,0.14823674597916864
cooperation,1,ailments,0.14823674597916864
cookie,1,png,0.14823674597916864
convertible,1,nitrite,0.14823674597916864
converted,1,deprive,0.14823674597916864
kids,1,thing,0.14823674597916864
kumai,1,things,0.14823674597916864
kicked,1,thought,0.14823674597916864
kresna,1,modernize,0.14823674597916864
kpts,1,little,0.14823674597916864
kong,1,hard,0.14823674597916864
kompas,1,harrisons,0.14823674597916864
kompak,1,taught,0.14823674597916864
knows,1,weekly,0.14823674597916864
labeling,1,zero,0.14823674597916864
kusuma,1,necessities,0.14823674597916864
kidney,1,tell,0.14823674597916864
menhut,1,stumps,0.14823674597916864
chimney,1,dumping,0.14823674597916864
children,1,prices,0.14823674597916864
clerance,1,incapabilities,0.14823674597916864
clearly,1,compromise,0.14823674597916864
clearedand,1,concept,0.14823674597916864
clearances,1,australian,0.14823674597916864
cleanliness,1,optional,0.14823674597916864
lists,1,surplus,0.14823674597916864
clarified,1,surviving,0.14823674597916864
meluak,1,failures,0.14823674597916864
millers,1,welfare,0.14823674597916864
military,1,prolonged,0.14823674597916864
milik,1,jobs,0.14823674597916864
migthy,1,sincerely,0.14823674597916864
